,article_title,category
17,"Spanish La Liga results & scorers (36th matchday)



Follow Ahram Online's coverage of Spanish La Liga matches (10-12 May)",sports
18,"Tottenham beats Arsenal 3-0 to tighten race for CL spot



Tottenham revived its hopes of beating Arsenal to the final Champions League qualification position by overwhelming its fierce north London rival in a 3-0 win in the Premier League on Thursday.",sports
19,"English Premier League results & scorers (22nd matchday)



Follow Ahram Online's coverage of English Premier League matches of the 2021/2022 season (14-16 January)",sports
20,"Villa seal permanent deal for Barcelona's Coutinho



Aston Villa completed the permanent signing of Barcelona playmaker Philippe Coutinho on Thursday in a deal the La Liga club said is worth 20 million euros (£17 million).",sports
21,"Juventus bids farewell to Chiellini and trophy-less season



The last time Juventus ended the season without a trophy, AC Milan took the Serie A title and Inter Milan won the Italian Cup.",sports
22,"After season to forget, Barcelona faces difficult rebuild



It's been a long, long season for Barcelona.",sports
23,"Ukraine returns to soccer field with friendly win in Germany



The Ukrainian men's national team returned to action Wednesday for the first time since the invasion by Russia, beating German club Borussia Monchengladbach 2-1 in a charity fundraiser.",sports
24,"Inter beat Juventus 4-2 in cup to stay on course for double



Inter Milan remained on course for a league and cup double by beating Juventus 4-2 after extra time in the Italian Cup final on Wednesday.",sports
25,"De Bruyne nets 4, City beat Wolves 5-1 to take 3-point lead



Kevin De Bruyne produced a string of devastating finishes in scoring four of Manchester City's goals in a 5-1 win at Wolverhampton to restore its three-point lead over Liverpool in the Premier League title race on Wednesday.",sports
26,"FIFA opens disciplinary case over Ecuador World Cup player



FIFA opened a disciplinary case Wednesday looking into whether Ecuador fielded an ineligible player during World Cup qualifying, a case that could see the country thrown out of this year's tournament in Qatar.",sports
27,"UEFA head Ceferin says Super League 'is over'



The Super League project ""is over once and for all or at least for 20 years,"" UEFA president Aleksander Ceferin said on Wednesday.",sports
28,"Chelsea tops UEFA prize money list with $126M last season



Champions League winner Chelsea earned nearly 120 million euros ($126.5 million) from UEFA last season, topping the prize money list for European clubs published Wednesday.",sports
29,"Barcelona defender Araujo leaves hospital after concussion



Barcelona defender Ronald Araujo has been discharged after a night in the hospital following a head injury sustained in a Spanish league game against Celta Vigo, the club said Wednesday.",sports
30,"Haaland satisfies Man City's need for a striker and status



Manchester City are still licking their wounds from another painful Champions League exit, but by winning the race to sign Erling Haaland they have established themselves as a go-to destination for Europe's top talent.",sports
31,"Senegal's Mane scores winner as Liverpool beat Villa to go level with Man City



Liverpool recovered from conceding in the third minute to beat Aston Villa 2-1 and move level on points with Manchester City in the Premier League title race on Tuesday.",sports
32,"Conte says Klopp looking 'for excuse' after Spurs draw



Antonio Conte has accused Liverpool manager Jurgen Klopp of looking for an ""excuse or an alibi"" after he criticised Tottenham's style of play following their 1-1 draw on Saturday.",sports
33,"Lampard warns Everton cannot relax in relegation dogfight



Everton manager Frank Lampard has warned his players to ""expect the worst"" in terms of results from their relegation rivals, insisting they cannot relax despite two crucial wins.",sports
34,"Haaland could be on the move amid links to Man City



The future of the Norway striker, one of the rising stars of world soccer, is set to be finalized this week and the expectation is he will leave Borussia Dortmund to join Manchester City as the English club's belated replacement for Sergio Aguero.",sports
35,"Fiorentina revives chances for Europe with 2-0 win over Roma



Fiorentina beat Roma 2-0 in Serie A on Monday to revive its chances of qualifying for Europe following three straight losses.",sports
36,"Italy Serie A results & scorers (36th matchday)



Follow Ahram Online's coverage of Italy Serie A matches of the 2021/2022 season (6 / 9 May)",sports
37,"Man City title would have 'more sugar' for Fernandinho



Manchester City captain Fernandinho has said winning the Premier League title this season would be especially sweet.",sports
38,"FIFA confirms replay for abandoned Brazil-Argentina World Cup qualifier



FIFA on Monday confirmed the abandoned 2022 World Cup qualifier between Brazil and Argentina will be replayed, after rejecting appeals from both national federations.",sports
39,"Schalke promoted back to Bundesliga after ending Russia ties



Schalke is coming back to the Bundesliga after a year of transformation on and off the field.",sports
40,"Klopp laughs off Guardiola barbs as heat-of-moment comments



Liverpool manager Jurgen Klopp laughed off some barbs from counterpart Pep Guardiola that have inflamed the Premier League title race, saying Monday they were heat-of-the-moment comments likely fueled by Manchester City's painful elimination from the Champions League.",sports
41,"Everton, Leeds, Burnley in fight for Premier League survival



One is an American in his first few months in English soccer. Another is an interim coach thrust unexpectedly into his first experience of top-flight management. The other was not long ago an elite player vying for the biggest trophies in the game.",sports
42,"Fan group pressures UEFA ahead of Champions League talks



A European soccer fan group urged UEFA and club leaders on Monday to overturn some of the changes to the Champions League due in 2024, and described other ideas as ''juvenile daydreams.''",sports
43,"I didn't expect much more than this: Real Madrid boss Ancelotti after loss to Atletico 



After keeping a promise that it wouldn't give Real Madrid an honor guard before the game, Atletico Madrid went on to beat the newly crowned Spanish league champion 1-0 Sunday and moved closer to securing a Champions League spot.",sports
44,"Manchester City without defenders Dias, Walker, Stones for last three games



Manchester City will have to cope without injured defenders Ruben Dias, Kyle Walker and John Stones for the final three matches of the Premier League title run-in.",sports
45,"Atletico edge past weakened Real Madrid, Sevilla peg back Villarreal



Atletico Madrid won a La Liga derby against Real Madrid for the first time in six years on Sunday as a 1-0 victory left Diego Simeone’s side on the cusp of securing Champions League qualification.",sports
46,"Tonali double at Verona helps Milan maintain two-point Serie A lead



Sandro Tonali fired AC Milan closer to the Serie A title with a brace in Sunday’s 3-1 win at Verona which maintained their two-point lead at the top of the league.",sports
47,"Spain La Liga results & scorers (35th matchday)



Follow Ahram Online's coverage of Spain La Liga matches of the 2021/2022 season (6 / 8 May)",sports
48,"Germany Bundesliga results & scorers (33rd matchday)



Follow Ahram Online's coverage of Germany Bundesliga matches of the 2021/2022 season (6 / 8 May)",sports
49,"Five-star Man City go 3 points clear at the top



Manchester City bounced back from their Champions League heartbreak to take a firm grip on the Premier League title race with a 5-0 win over Newcastle on Sunday.",sports
50,"English Premier League results & scorers (36th matchday)



Follow Ahram Online's coverage of English Premier League matches of the 2021/2022 season (7 / 8 May)",sports
51,"Nketiah boosts Arsenal's CL bid, sends Leeds into drop zone



Arsenal's five-season exile from the Champions League is closer to ending after Eddie Nketiah's double secured a 2-1 win over Leeds to strengthen the team's hold on fourth place in the Premier League on Sunday.",sports
52,"Alba last-gasp goal lifts Barcelona to 2-1 victory at Betis



Jordi Alba scored a last-gasp winner to snatch Barcelona a 2-1 win at Real Betis on Saturday, dealing a blow to the host's hopes of qualifying for the Champions League.",sports
53,"Liverpool held by Spurs boosts Man City's title bid



Liverpool drew with Tottenham 1-1 and went to the top of the English Premier League on Saturday but handed Manchester City a chance to pull three points clear.",sports
54,"Union stun Freiburg in race for Europe as Leverkusen seal top-four spot



Union Berlin coach Urs Fischer hailed an ""amazing"" achievement as his side stunned top-four hopefuls Freiburg with a 4-1 win on Saturday to seal a top-seven finish on a dramatic day in the Bundesliga's race for Europe.",sports
55,"Man Utd concede four in dismal defeat at Brighton



Manchester United's dismal season hit a new low as Brighton condemned them to a 4-0 defeat that ended their hopes of finishing in the Premier League's top four on Saturday.",sports
56,"Chelsea collapses to 2-2 EPL draw in front of new ownership



Chelsea's prospective new ownership watched Romelu Lukaku score his first English Premier League goals in 2022 before the team collapsed to 2-2 against Wolverhampton on Saturday, leaving work still to do to wrap up Champions League qualification.",sports
57,"Napoli wins at Torino 1-0 despite Insigne penalty miss



Napoli won at Torino 1-0 despite missing a penalty and consolidated third place in Serie A on Saturday.",sports
58,"Injured Payet to miss Marseille's last three league games



Dimitri Payet will miss the remaining three games of the French league season for Champions League-chasing Marseille after tearing a calf muscle.",sports
59,"Race for EPL: Huddersfield-Luton, Forest-Sheff U in playoffs



Huddersfield, Nottingham Forest, Sheffield United and Luton will compete for one promotion place to the Premier League via the playoffs in the second-tier Championship.",sports
60,"Celtic virtually seal Scottish title with Hearts win



Celtic virtually guaranteed a 52nd Scottish league title by coming from behind to beat Hearts 4-1 on Saturday.",sports
61,"Chelsea being sold for $3BN to LA Dodgers owners, investors



Chelsea is being sold to a consortium fronted by American sports investor Todd Boehly, ending 19 years of ownership and lavish investment by Roman Abramovich until the Russian oligarch was sanctioned and forced to offload the Premier League club.",sports
62,"Title-chasing Inter recover from 2 goals down to win 4-2



Lautaro Martinez may have saved Inter Milan's title challenge.",sports
63,"Tuchel hopes for quick conclusion to Chelsea sale saga



Thomas Tuchel hopes Chelsea's sale will be completed quickly after the Blues boss was told Todd Boehly's consortium have been chosen as the preferred bidder.",sports
64,"Real Madrid starts preparations for Liverpool with Atletico derby



Real Madrid begins its countdown to the Champions League final against Liverpool by facing Atletico Madrid in a capital derby in the Spanish league.",sports
65,"Arsenal manager Mikel Arteta signs 3-year contract extension



Arsenal manager Mikel Arteta signed a three-year contract extension Friday to stay with the Premier League club through the 2024-25 season.",sports
66,"Preview: Barcelona look to secure top-four spot with win away at Real Betis



Barcelona can seal qualification for next season's Champions League by beating Real Betis on Saturday as six of La Liga's top seven go head-to-head in what could be a pivotal weekend in the race for the top four.",sports
67,"Preview: Man City refocus on Premier League title push as Leeds sweat



Manchester City must pick themselves off the floor for the visit of Newcastle in the Premier League after their painful Champions League exit or risk ending the season empty-handed, with Liverpool on the prowl.",sports
68,"Abramovich denies calling in loan for Chelsea to be sold



Roman Abramovich has denied reports he is asking for a £1.5 billion ($1.9 billion) loan to be repaid for the sale of Chelsea to go through.",sports
69,"Chelsea fans call for quick 'transparent' sale



The sale of Chelsea must happen swiftly and transparently to avoid putting the club in existential danger, a leading supporters' group warned on Thursday.",sports
70,"Conte urges Spurs to be 'brave' against fearsome Liverpool



Antonio Conte has urged Tottenham to be ""brave"" when they face quadruple-chasing Liverpool in the Premier League on Saturday in a match that could prove pivotal for both teams.",sports
71,"Man City suffer most painful Champions League meltdown in Madrid



Manchester City have become accustomed to Champions League heartache, but the manner of their latest collapse against Real Madrid might be the most painful defeat of all.",sports
72,"Another stunning comeback brings Real Madrid's next generation to the fore



Real Madrid added another mind-boggling comeback to the club's long history of magical European nights on Wednesday but the revival against Manchester City may prove to be less about the past and more about the future.",sports
73,"Real Madrid and Liverpool set for Paris rematch



A third all-English Champions League final in four years seemed to be on the cards but Real Madrid's incredible late comeback against Manchester City on Wednesday has set up a rematch between the Spanish club and Liverpool in Paris on May 28.",sports
74,"European qualification brings some drama to Bundesliga



With little excitement at the top of the Bundesliga, it's the clubs just below Bayern Munich and Borussia Dortmund that are providing the entertainment at the end of the season.",sports
75,"South Korea, Japan to take on Brazil; Iran slow off the mark



While Japan and South Korea will start fine-tuning for the World Cup with high-profile warm-ups against Brazil next month, there are concerns in Iran that Asia's top-ranked team has been slow off the mark with its preparations.",sports
76,"Madrid rallies past Man City to reach Champions League final



The 13-time European champion produced yet another magical Champions League night at the Santiago Bernabeu Stadium on Wednesday, rallying late with two goals in two minutes by substitute Rodrygo to force extra time and defeat Manchester City 3-1 to reach its first final in four seasons.",sports
77,"Match facts: Real Madrid v Manchester City (UEFA Champions League)



Ahram Online provided a live score coverage of Wednesday’s match between Real Madrid and Manchester City in the 2nd leg of the Champions League semi-finals",sports
78,"Ter Stegen to miss Germany's Nations League ties in June



Barcelona's Marc-Andre ter Stegen will miss Germany's Nations League games against England, Italy and Hungary this June, the goalkeeper announced on Wednesday.",sports
79,"Spanish footballer Santi Mina sentenced to four years in prison for sexual abuse



Santi Mina, the Spanish footballer who plays for Celta Vigo, was sentenced to four years in prison on Wednesday after being found guilty of sexual abuse.",sports
80,"Qatar faces World Cup questions as 200-day countdown looms



Migrant labourers are working through the night near the World Cup clock that will start counting down 200 days to kick-off on Thursday, with hosts Qatar facing mounting questions over costs and conditions for fans.",sports
81,"Leicester aim to write 'another chapter' against Roma in Euro semi



Leicester boss Brendan Rodgers says the club are attempting to write ""another chapter"" in their story as they prepare to face Roma with a place in the Europa Conference League final at stake.",sports
82,"Diaz's dynamism, flair energizing Liverpool's quadruple bid



The January transfer market has often been cast as a place where desperate clubs trade in a bid to salvage their seasons.",sports
83,"Manchester United can challenge for trophies under Ten Hag, says Varane",sports
84,"Veteran Mueller extends Bayern Munich contract



Thomas Mueller has extended his contract with Bayern Munich until 2024, it was announced on Tuesday, with the Germany international set to spend his entire professional career at the Bundesliga champions, who he joined as a 10-year-old.",sports
85,"Ancelotti will 'probably' retire after Real Madrid job



 Real Madrid coach Carlo Ancelotti has said that he will ""probably"" retire when he leaves the La Liga champions, but is prepared to stay at the Santiago Bernabeu for several years.",sports
86,"Real Madrid hoping for another magical Champions League night



​After coming from behind at home to get by Paris Saint-Germain in the last 16 and defending champion Chelsea in the quarterfinals, Madrid needs to rally past Manchester City to return to the final for the first time since it won its record 13th European Cup title in 2018.",sports
87,"Ronaldo scores again as Man United beat Brentford



Cristiano Ronaldo continues to be the shining light in an otherwise disappointing season for Manchester United.",sports
88,"English Premier League results & scorers (35th matchday)



Follow Ahram Online's coverage of English Premier League matches of the 2021/2022 season (30 April / 2 May)",sports
89,"Spain La Liga results & scorers (34th matchday)



Follow Ahram Online's coverage of Spain La Liga matches of the 2021/2022 season (29 April / 2 May)",sports
90,"Italy Serie A results & scorers (35th matchday)



Follow Ahram Online's coverage of Italy Serie A matches of the 2021/2022 season (30 April / 2 May)",sports
91,"Germany Bundesliga results & scorers (32nd matchday)



Follow Ahram Online's coverage of Germany Bundesliga matches of the 2021/2022 season (29 April / 2 May)",sports
92,"UEFA removes more Russian soccer teams from its competitions



Russian soccer teams were kicked out of the Women's European Championship, the next men's Champions League and qualifying for the 2023 Women's World Cup by UEFA on Monday.",sports
93,"Klopp warns Liverpool may 'suffer' in Champions League final quest



Liverpool manager Jurgen Klopp has warned his side must be ""ready to suffer"" against Villarreal if they are to reach the Champions League final.",sports
94,"Villarreal's European hopes hanging on win over Liverpool



The small Spanish city of Villarreal could be facing its last Champions League night in a while if it doesn't pull off another upset on Tuesday against Liverpool.",sports
95,"Thiago has Liverpool dancing to a different beat



Liverpool's fast and furious football under Jurgen Klopp had already delivered a Champions League and Premier League title by the time Thiago Alcantara arrived at Anfield to much fanfare two years ago.",sports
96,"Arsenal, Spurs maintain Champions League chase; survival boost for Everton



As you were in the pursuit of Champions League qualification. At the other end of the Premier League, though, the relegation scrap just got even tighter.",sports
97,"AC Milan on track to win Serie A after goalkeeping blunder



Goalkeeping blunders continue to make a major impact on the Serie A title race.",sports
98,"Richarlison scores, throws flare as Everton beats Chelsea



Richarlison threw a lit flare back toward the Everton fans after picking it up from the field while celebrating scoring and securing a 1-0 victory over Chelsea on Sunday that helped his team's push to avoid relegation from the Premier League.",sports
99,"Birthday boy Bonucci puts Juve on brink of Champions League with brace



Leonardo Bonucci celebrated his 35th birthday by putting Juve on the brink of Champions League football with a double in Sunday's 2-1 win over Venezia which also dealt a huge blow to the survival hopes of Serie A's bottom team.",sports
100,"Lille crashes to 3-0 defeat to Troyes in French league



Mid-table Lille had its European hopes dashed when it had two players sent off and conceded three penalties in a 3-0 defeat at Troyes in the French league on Sunday.",sports
101,"Man City thrash Leeds to leapfrog Liverpool into top spot



Manchester City retook top spot in the Premier League from Liverpool after weathering a Leeds storm to win 4-0 at Elland Road on Saturday.",sports
102,"Mission accomplished for Ancelotti as Real Madrid reunion pays off



Real Madrid coach Carlo Ancelotti might have thought his days of winning Europe's biggest leagues were a thing of the past but on Saturday he added La Liga to his glittering list of honours.",sports
103,"Norwich relegated from Premier League after losing at Aston Villa



Norwich was relegated from the English Premier League after Dean Smith's return to Aston Villa ended in a 2-0 defeat on Saturday.",sports
104,"Five key players in Real Madrid's title triumph



Real Madrid won La Liga on Saturday after a 4-0 victory against Espanyol left them 17 points clear of Sevilla with four games left to play.",sports
105,"UPDATED: Real Madrid clinches record-extending 35th Spanish league title



In a dominating season for Real Madrid, it was fitting that it didn't even need its best players to win the Spanish league.",sports
106,"Late drama sends history-makers JDT through in Asian Champions League



Malaysia's Johor Darul Ta'zim booked their place in the Asian Champions League last 16 for the first time with a last-gasp 2-1 victory over 2020 winners Ulsan Hyundai on Saturday.",sports
107,"New bid provides late twist to enforced sale of Chelsea



A late bid to buy Chelsea was launched by British billionaire Jim Ratcliffe on Friday even as the sale process was reaching its end-game with the selection of a preferred bidder for the English Premier League club.",sports
108,"Guardiola's Man City future won't be influenced by new Klopp deal



Manchester City manager Pep Guardiola said on Friday that Jurgen Klopp's decision to extend his stay at Liverpool will not have any influence on his own future plans.",sports
109,"Lampard still a Chelsea 'legend' despite tough exit, says Tuchel



Thomas Tuchel says Frank Lampard will always be a Chelsea ""legend"" despite a painful end to his managerial reign at Stamford Bridge as the German prepares to lock horns with the Everton boss.",sports
110,"23.5 million tickets sought in latest World Cup sale: FIFA



FIFA said Friday that 23.5 million World Cup tickets were requested in the latest round of sales for the tournament that starts in Qatar in less than seven months.",sports
111,"Man Utd's Greenwood to remain on bail over rape allegations



Manchester United forward Mason Greenwood will remain on bail until mid-June over allegations he raped and assaulted a young woman.",sports
112,"Rangnick will be consultant at Man U amid Austria links



Ralf Rangnick expressed his intention to work in a consultancy role at Manchester United next season amid links to the vacant job of coaching Austria's national team.",sports
113,"Milan eye title glory after keeper horror show derails Inter charge



AC Milan host Fiorentina on Sunday knowing that the destiny of the Serie A crown is in their hands after a howler from reserve goalkeeper Ionut Radu left Inter Milan's title defence hanging by a thread.",sports
114,"Ronaldo salvages point for Man Utd against Chelsea



Chelsea edged towards securing their place in next season's Champions League despite failing to make the most of their dominance in a 1-1 draw at Manchester United on Thursday.",sports
115,"Klopp signs new Liverpool contract until 2026



Liverpool manager Jurgen Klopp has signed a new contract that will keep him at Anfield until 2026, the Premier League club announced on Thursday.",sports
116,"Pochettino '100 percent' sure he and Mbappe will stay at PSG



Paris Saint-Germain coach Mauricio Pochettino said on Thursday he was ""100 percent"" sure both he and star striker Kylian Mbappe would be at the club next season.",sports
117,"Barcelona to play 2023-24 season away from Camp Nou



Barcelona will play the 2023-24 season away from Camp Nou while Europe's largest soccer stadium undergoes a massive overhaul, the Spanish club said Thursday.",sports
118,"Madrid can clinch Spanish title ahead of Man City showdown



Carlo Ancelotti has a decision to make when Espanyol comes to town on Saturday.",sports
119,"Aston Villa to face Leeds in Brisbane pre-season friendly



Aston Villa and Leeds United will clash for a July friendly in Australia, the latest English Premier League clubs to announce a return to pre-season touring after the Covid pandemic.",sports
120,"Liverpool roll over Villarreal to put one foot in Champions League final



 Liverpool are on the brink of a third Champions League final in five seasons after breaking Villarreal's resistance to win the first leg of their semi-final 2-0 at Anfield on Wednesday.",sports
121,"Inter beaten at Bologna, waste chance to take Serie A lead



For four months, Inter Milan had been pointing to its postponed match at Bologna as a chance to gain ground in the title race.",sports
122,"Man Utd top-four hopes unrealistic, says Rangnick



Ralf Rangnick said on Wednesday that Manchester United must face up to the reality their top-four hopes have likely disappeared as they prepare to take on Chelsea this week without a swathe of key players.",sports
123,"City's Fernandinho vows no let-up against Real Madrid



Fernandinho says Manchester City will aim to ""hurt"" Real Madrid in their own backyard after winning the thrilling first leg of their Champions League semi-final 4-3.",sports
124,"Liverpool face fixture crunch in Premier League title bid



Title-chasing Liverpool will play two Premier League games in the final week of the campaign after their match against Southampton was rescheduled due to their participation in the FA Cup final.",sports
125,"Real Madrid happy to be alive ahead of 2nd leg vs. Manchester City



Real Madrid was holding on to the positives after coming close to being routed by Manchester City but staying alive in the Champions League semifinals.",sports
126,"Ukraine soccer league declares season over after invasion



The Ukrainian soccer season has officially been called off because of the Russian invasion, creating a path for Shakhtar Donetsk and Dynamo Kyiv to be entered in next season's Champions League.",sports
127,"Man City top Real Madrid in breathless Champions League semi-final



Manchester City just couldn't shake off Real Madrid.",sports
128,"Match facts: Manchester City v Real Madrid (UEFA Champions League)



Ahram Online provided a live score coverage for Tuesday’s match between Manchester City and Real Madrid in the 1st leg of the Champions League semi-finals",sports
129,"Villarreal 'made for Champions League' warns Liverpool's Klopp



Jurgen Klopp has dismissed the idea that Liverpool have a dream Champions League semi-final draw as they prepare to face Villarreal in the next stage of their quest for an unprecedented quadruple.",sports
130,"Villarreal can beat Liverpool to continue fairytale run, says Parejo



Villarreal captain Dani Parejo said on Tuesday his team are convinced they can spring another surprise and beat Liverpool in the Champions League semi-finals.",sports
131,"Araujo signs new Barcelona contract until 2026



Barcelona defender Ronald Araujo has agreed a new contract until 2026 with a buy-out clause set at 1 billion euros, the club announced on Tuesday.",sports
132,"Chiellini to say 'ciao' to Italy after Finalissima with Argentina



Giorgio Chiellini will bring down the curtain on his international career this summer after Italy face Argentina in the so-called 'Finalissima' at Wembley, the site of his greatest career triumph.",sports
133,"'Anfield is hell' says Villarreal's midfielder Capoue



“I said ‘Where is Villarreal?’” explains Etienne Capoue, who describes it like he was scanning a map of the world and pointing his finger down.",sports
134,"Crystal Palace stalemate keep Leeds in relegation danger



Leeds held on for a 0-0 draw at Crystal Palace that did little to ease their fears of being dragged deeper into the Premier League relegation battle on Monday.",sports
135,"Kean's winner moves Juventus closer to the Champions League



Moise Kean's 89th-minute winner earned Juventus a 2-1 comeback win in a tricky visit to a talented Sassuolo side on Monday - marking a major step in Serie A for the Bianconeri toward securing a Champions League spot.",sports
136,"English Premier League results & scorers (34th matchday)



Follow Ahram Online's coverage of English Premier League matches of the 2021/2022 season (23/25 April)",sports
137,"Italy Serie A results & scorers (34th matchday)



Follow Ahram Online's coverage of Italy Serie A matches of the 2021/2022 season (23/25 April)",sports
138,"Ancelotti fine with Real Madrid not seen as favorite against Man City



Carlo Ancelotti doesn't seem bothered by hearing that Real Madrid isn't the favorite against Manchester City in the Champions League semifinals.",sports
139,"Man City can write another chapter in European history, says Guardiola



Pep Guardiola admits Manchester City cannot compete with Real Madrid's European pedigree but says they can write a new chapter in the club's history in their Champions League semi-final against the Spanish giants.",sports
140,"Dominant Bayern Munich looking for worthy Bundesliga rivals



Bayern Munich's indisputable dominance in Germany has renewed questions about the Bundesliga's competitiveness.",sports
141,"Gabriel Jesus providing goals and versatility for Man City



The match ball clutched by Gabriel Jesus as he left Manchester City's stadium following his first Premier League hat trick was covered in messages from teammates.",sports
142,"Spanish challenge stands in way of Man City-Liverpool final showdown



Real Madrid and Villarreal stand in the way of Manchester City and Liverpool taking their battle for domestic honours to the biggest stage of all next month in the Champions League final.",sports
143,"Fighter Modric primed to floor Pep's City in Champions League semis



Luka Modric orchestrated stirring Real Madrid comebacks against Paris Saint-Germain and Chelsea, now the 36-year-old has Manchester City and another Champions League final in his sights.",sports
144,"Barca wobble continues as Rayo win puts Real Madrid on brink of title



Barcelona suffered a shock 1-0 defeat by Rayo Vallecano on Sunday, handing Real Madrid the chance to win La Liga if they draw at home to Espanyol next weekend.",sports
145,"AC Milan reclaim Serie A lead from city rival Inter



If AC Milan wins its first Serie A title in 11 years this season - and that's looking more and more like a distinct possibility - its last-gasp comeback victory at Lazio on Sunday might go down as one of the keys to success.",sports
146,"Three things we learned from the Premier League



Manchester City and Liverpool look set to go down to the wire in the title race after contrasting victories this weekend.",sports
147,"Napoli title hopes hit with late Empoli defeat



Napoli's Serie A title ambitions took a knock on Sunday as the third-placed southerners threw away a two-goal lead to fall 3-2 at Empoli.",sports
148,"Tuchel reveals Rudiger will leave Chelsea at end of season



Thomas Tuchel has revealed Germany defender Antonio Rudiger will leave Chelsea when his contract expires at the end of this season.",sports
149,"Liverpool overcome Everton battle to keep pressure on Man City



Liverpool kept the pressure on Manchester City at the top of the Premier League table and pushed local rivals Everton towards relegation with a 2-0 win in the Merseyside derby on Sunday.",sports
150,"Germany Bundesliga results & scorers (31st matchday)



Follow Ahram Online's coverage of Germany Bundesliga matches of the 2021/2022 season (22/24 April)",sports
151,"Bayern boss rules out Lewandowski exit before 2023



Bayern Munich sports director Hasan Salihamidzic on Sunday dismissed the possibility of Robert Lewandowski leaving the freshly-crowned Bundesliga champions this summer, amid rumours of a transfer to Barcelona.",sports
152,"Rennes thrashes Lorient to take back 3rd in French league



Rennes kept pace in the race for Champions League spots by beating Lorient 5-0 to take back third place in the French league on Sunday.",sports
153,"PSG's record-tying 10th French title has bittersweet taste



Achieving a milestone title wasn't enough for some Paris Saint-Germain fans.",sports
154,"PSG star Messi reinventing himself in twilight of his career



At 34, Lionel Messi has reinvented himself.",sports
155,"Chelsea bidders set to discover their fate



Chelsea fans could have a clear idea of who will be the next owners of the Blues this week, with American bank Raine expected to reveal their preferred bidder from among three offers.",sports
156,"Messi leads PSG to record-tying 10th French league title



Boos at halftime were replaced by raucous cheering at fulltime when Paris Saint-Germain clinched a record-tying 10th French league title after drawing with Lens 1-1 on Saturday.",sports
157,"Bayern's Bundesliga dominance sparks reform calls



Bayern Munich's decade of dominance in the Bundesliga has fuelled calls for reforms to make the German top flight more exciting, with even end-of-season play-offs being suggested as a possible solution.",sports
