,article_title,category
1481,"African Biennale to be planned by fine arts sector



Following a number of cultural initiatives involving African nations, the fine arts sector of the ministry of culture is planning an African Biennale",art
1482,"Layers of Revolution



Opening on Tuesday, 10 January, two weeks before the anniversary of the revolution, is Khaled Hafezï¿½ï¿½ï¿½s 'On Codes, Symbols and the Stockholm Syn",art
1483,"Swiss Club features Yehia Abdel Ghani



Egyptian artist Abdel Ghani's work will be shown by the Swiss Club in Mohandeseen this January",art
1484,"ýýýOn Codes, Symbols & Stockholm Syndromeýýý at Safarkhan Gallery



Egyptian artist Khaled Hafez will open his new solo exhibition ýýýOn Codes, Symbols & Stockholm Syndromeýýý at Cairo's Safarkhan Gallery on Tuesday 10 January",art
1485,"Wolves: A virtual exhibition, documenting Egypt's present



Mohamed Ablaï¿½ï¿½ï¿½s artwork commenting on December's violent attacks on peaceful protesters hits Facebook in an online exhi",art
1486,"Hany Rashed's solo exhibition to open in Tache Art



Hany Rashed will open his new solo exhibition 'Salata' on 14 January in Tache Art in Designopolis",art
1487,"Mohamed Abla to hold virtual 'Wolves' exhibition



Egyptian artist hopes to encourage other artists to explore new ways to reach their audience",art
1488,"Golden year for Klimt as Austria marks 150th anniversary



As 2012 marks the 150th anniversary of Austrian artist Gustav Klimt, no less than nine exhibitions will offer unknown paintings and new insights into the artist's life",art
1489,"'Identities' featured at Mashrabia



German artists Gabriela Goronzy, Thomas Kleine, and Ilka Vogler explore identity through visual art at Mashrabia Art Gallery",art
1490,"Murat Germen: Photographer of global cityscapes 



Ahram Online talks to Turkish photographer Murat Germen about his amazing Muta-Morphosis series - which includes depictions of Cairo - and how photography can change the world",art
1491,"'Shift Delete 30' challenges artist's traditional role



Exhibition at Saad Zaghloul Centre reassess 30 years of artistic expression through deletion, addition and reformulation",art
1492,"Message of peace in Zamalek



New Year's decorations in Zamalek have captured the imagination of local residents and visitors alike",art
1493,"Musï¿½ï¿½e de lï¿½ï¿½ï¿½Elysï¿½ï¿½e suspends Prize in wake of censorship of Palestinian artist



In response to Lacoste, French fashion brand, censoring Palestinian artist Larissa Sansour, the Musï¿½ï¿½e de lï¿½ï¿½ï¿½Elysï¿½ï¿½e suspend",art
1494,"Exhibition to depict 33 years of Iran in photographs



Tehran Museum of Contemporary Art announced collecting photos representing last 33 years of Iran under Islamic rule for an exhibition to tour in 50 countries",art
1495,"An Orientalist among the Impressionists in Barcelona



Orientalist paintings create a sensation at an exhibition of French Impressionists from the Clark Collection, held in CaixaForum Barcelona until 12 February",art
1496,"Walker Art Gallery displays statue of priest vandalised by Banksy



The renowned graffiti artist has sawn off the face of an 18th century replica stone bust and glued on a selection of bathroom tiles in his latest statement",art
1497,"Once Upon a Time at Picasso Gallery



A new exhibition of works by Helmi El-Touni will open at Picasso Gallery",art
1498,"Hydrarchy: Cairo's CIC hosts sea exhibition



Contemporary Image Collective (CIC) Cairo hosts ""Hydrarchy - Transitional & Transformative Seas,"" an exhibition and symposium exploring the seas as socio-economic, cultural and political spaces",art
1499,"Art Dubai announces 2012 participating galleries



Set to kick-off on 21 March in the UAE, Art Dubai, the leading international art fair in the Middle East and North Africa, announces it's international list of participating galleries",art
1500,"Fayoum Winter Academy to launch new workshop series



Fayoum Winter Academy invites young artists to apply for two scholarships for their programme of classes with international and local artists",art
1501,"Identities at Mashrabia Gallery



A new exhibition by German artists questions the nature of identity",art
1502,"Metamorphosis: the language of art



Gamal Melekaï¿½ï¿½ï¿½s collection of spontaneous paintings capture his feelings in a blur of colour, recount Egyptian history in palpable e",art
1503,"TokTok comic to launch fourth edition



Internationally recognised comic to launch fourth edition on 7 December at Townhouse Gallery",art
1504,"Czech artists to hold exhibition in Alexandria, Egypt



On Thursday 8 December, four visual artists will present their works at the Mahmoud Said Centre in Alexandria, Egypt",art
1505,"'There is nothing left' in Alexandria



A new exhibition 'There is nothing left' will open at the Alexandria Contemporary Arts Forum on Thursday 8 December",art
1506,"Syrian cartoonist on top global thinkers list



Dissident Syrian cartoonist Ali Ferzat named among top 100 global thinkers by Foreign Policy magazine",art
1507,"Tunisia's creative documents



From protagonists and documentarians, today, Tunisian photographers ï¿½ï¿½ï¿½ and other artists ï¿½ï¿½ï¿½ went on to becoming commentators on the unfolding changes in the country; new creative forces are challenged by n",art
1508,"Salesman wins top photo prize in EU Delegation competition



A salesman from Port Said has won the ï¿½ï¿½ï¿½1,000 first prize for his photo, ï¿½ï¿½ï¿½Move forward Egyptï¿½ï¿½ï¿½, in the EU Delegation",art
1509,"Hydrarchy at the Contemporary Image Collective



A new exhibition examines the sea as a contested political space",art
1510,"Collage: 100 Years On or An Education at The Gallery



Cairo welcomes a new player in the visual art field, a gallery situated in Zamalek and called simply The Gallery. Its opening exhibition, Collage: 100 Years On, introduces a generally unattended art form",art
1511,"The 22nd Youth Salon: A deluge of young revolutionary art, against the odds



After weeks of conflict, the 22nd Youth Salon, themed ï¿½ï¿½ï¿½Changeï¿½ï¿½ï¿½, opens featuring artistic expression against a backdrop of ongoing upheaval. A sense of freedom runs through m",art
1512,"'Collage: 100 years on' opens new gallery in Zamalek



A new art space called The Gallery will open in Zamalek on Sunday, 20 November",art
1513,"Ai Weiwei vows to expose China



Artist and dissident Ai Weiwei said Wednesday he would use his battle with China's tax authorities to expose the regime that detained him, as he prepares to challenge charges of massive tax evasion",art
1514,"Portrait sculptures of well-known Egyptian public figures at Mashrabia gallery



Ahmed Askalany's exhibition to open on Sunday 20 November",art
1515,"""d1sc0nN3ct"": The art of the glitch at the Townhouse Gallery



Egyptian artists will challenge traditional media formats at a week-long series of events from 20 to 26 November",art
1516,"Egypt rises again at Picasso Art Gallery



Contemporary Egyptian artist Mohamed El-Nasser brings out the brightest colours and paints his country in a new light, the aura of revolution",art
1517,"Contemporary Calligraphy from the Middle East in New York 



The work of more than a dozen influential artists from the Middle East, including Ahmed Mostafa from Egypt, offers a rare glimpse into the contemporary Arab and Iranian artistic calligraphy",art
1518,"Sotheby's stuns with $316 million contemporary art sale



The art auctions ended with a flourish on Wednesday as Sotheby's sold $316 million of contemporary and postwar art, the best result of two weeks of sales and led by a $61.7 million Clyfford Still abstract",art
1519,"PHOTO GALLERY: Metropolitan Museum opens renovated galleries for Islamic art and culture



Grand reopening of a suite of 15 dramatic New Galleries for the Art of the Arab Lands, Turkey, Iran, Central Asia, and Later South Asia took place at New Yorkï¿½ï¿½ï¿½s Metropolitan Museum of Art on 1 No",art
1520,"Universal Power and Beauty at Art Corner



Mohamed El-Moslemany paints an assortment of mysterious women engulfed in deep, daring colours in a small but captivating exhibition in Zamalek",art
1521,"Egyptian video artist wins award at African photography festival



Khaled Hafez won an award at the African photography biennial in Mali, for his piece which examines modern Cairo through the eyes of Anubis",art
1522,"Thousands send money to China's artist Ai Weiwei for tax bill 



Thousands of people have sent more than $800,000 to Chinese dissident artist Ai Weiwei, some tossing cash folded into airplanes over his gate, to help him pay a tax bill they see as government harassment, he said Monday",art
1523,"Momentum: A revolution in flashback at the Safarkhan gallery



Artist Marwa Adel looks back at the days and colours of the Tahrir Square uprising long after the revolutionary fire has cooled",art
1524,"Gezira Art Centre to host 'Sublimation' exhibition 



Next week's show will feature the latest drawings and paintings by Egyptian visual artist Weaam El-Masry",art
1525,"Fourth EU photography competition kicks off 



Few days are left before the deadline, on the 14 November, for submitting entries for the Fourth photography competition organised by the European Union Delegation in Egypt",art
1526,"Egyptian and Tunisian artists present Arab Spring at the Bamako Biennale



Bamako Encounters in November in the Malian capital draws special attention to the Arab Spring, screening films compiled by activists and artists: Egyptian Khaled Hafez and Tunisian Faten Gaddes",art
1527,"Egyptians, 27 African countries at Bamako Encounters in Malian capital



Egyptians among photographers and video artists from 27 African countries taking part in one of the continent's most important artistic events",art
1528,"Two video installations at Artellewa Art Space in Giza



Two video art pieces, which reflect upon life in Cairo by telling stories about the city's physical spaces, are being shown in Artellewa Art Space at a new exhibition",art
1529,"Egypt's culture minister inaugurates 'Artist Prova' exhibition of 180 artists



Minister of Culture Abu Ghazi inaugurated the Noskha Rakam Wahid (Artist Prova) exhibition, which displays 180 pieces from both upcoming and renowned artists until 12 November",art
1530,"Abu Dhabi delays construction of Louvre and Guggenheim museums



Project to be completed up to five years later than original 2013-14 delivery date; ministry blames 'immense magnitude' of project",art
1531,"Gaddafi son used his paintings to promote Libyan culture



Saif al-Islam, the son of Muammar Gaddafi trying to negotiate safe passage to the International Criminal Court from a refuge in the Sahara, was once on a mission to put Libya on the cultural map, by exhibiting his own paintings",art
1532,"Mahmoud Said painting second highest at Christie's in Dubai



During the two day Modern and Contemporary Arab, Iranian and Turkish Art auction organised by Christie's in Dubai, a painting by Mahmoud Said sold for over half a million dollars",art
1533,"US publisher to issue Egyptian graphic novel banned under Mubarak 



Author Magdy El-Shafei, who was arrested and his book banned during the Mubarak era, is to see his work published in the United States",art
1534,"Abu Dhabi vows to open Louvre branch in 2013



The Abu Dhabi developer confirms the opening of Louvre Museum franchise late 2013, despite questions about the timetable for another part of the project",art
1535,"Abu Dhabi govt cancels Guggenheim Museum tender



Oil-rich emirate cancels 400-million-dirham tender for prestigious ï¿½ï¿½ï¿½modern art museum, news agencies ",art
1536,"New wave of comic books flourishes in Egypt



New books and magazines have revitalised the comic book scene in Egypt this year",art
1537,"British Museum announces new funding to collect contemporary Middle Eastern Art



With three decades of expertise in contemporary Middle Eastern art, one of the world's most important archives of human cultural endeavour seeks to build in the field",art
1538,"Hegazy, Master of Egyptian cartoons



Cartoonist famous for his Court Jester comic strip died on Friday 21 October aged 75",art
1539,"Illuminated Islamic manuscripts and handwritten Qurans displayed at the Morgan Library and Museum



A unique exhibition, ""Treasures of Islamic Manuscript Painting,"" opened 21 October at the Morgan Library and Museum, displaying handwritten Qurans, single illuminated pages, and scores of old manuscripts",art
1540,"Nermine Hammam joins the Dress Code exhibition at Dubai's Art Sawa 



Egyptian artist's image from her new Ma'at series appears in a unique collective exhibition of works by celebrated contemporary artists from the Middle East and Arab world",art
1541,"New book says van Gogh's death was killing not suicide



Pulizer Prize-winning art researchers challenge the theory of Van Gogh's suicide in their book Van Gogh: The Life",art
1542,"Muslim comic series aims to break through in US



Comic book titled The 99, inspired by the 99 qualities of God in Islam, tries to spread despite criticism by hard-line Muslims and Americans",art
1543,"Works by Egyptian artists take part in Christie's Modern and Contemporary Arab, Iranian and Turkish Art sale



Two portraits by the father of Egyptian art Mahmoud Said among a strong body of work by Egyptians up for auction at Christie's in Dubai",art
1544,"Czech artists at Gezira Art Centre



Exhibition of paintings and sculptures by Czech artists will open on Wednesday 19 October at the Gezira Art Centre",art
1545,"Pulse exhibition steals the show at Designopolis



Young Egyptian artists seize rare opportunity to display their work in an art scene dominated by established names",art
1546,"'Sculpture' exhibition to open tonight



Egyptian sculptor Gamal Abdel Nasser's 'Sculpture' exhibition to open Sunday 16 October at Zamalek Art Gallery",art
1547,"'See Life in Colours' featured at Cairo Atelier 



The See Life in Colours exhibition by Rabab Taha opens today, 16 October, at Atelier Cairo",art
1548,"Greek cartoonists draw the crisis



The ancient philosophers had their golden age; now it's Greek newspaper cartoonists' time to shine. The economic crisis that threatens to go global offers a bonanza for satirists with a talent for the scathing image or caption",art
1549,"Yorgos Papageorgiou features at Mashrabia Art Gallery



Exhibition of work by Greek painter Yorgos Papageorgiou opens on Sunday 16 October in Downtown Cairo",art
1550,"1,001 Things installation at CIC



Collaborative installation project is a chance for Cairo residents to see a part of their home exhibited in CIC, from 30 October",art
1551,"New exhibition will feature up-and-coming Egyptian artists



Pulse, an exhibition of 47 young Egyptian artists, is to open on 15 October",art
1552,"PHOTO GALLERY: Iranian artist's sculpture garden



Naser Hooshmand Vaziri transforms a cave in Lavasan into his art studio",art
1553,"Path of Hope: Art that Moves



Safar Khan gallery launches exciting exhibition of ink drawings by Alyaa Kamel and sculptures by Gamal Meleka",art
1554,"Heroic Africans at the Metropolitan Museum of Art



The epic exhibition at Metropolitan Museum in New York displays culturally-contemporary art that revives the faces of African heroes from pre-photographic times",art
1555,"EU Delegation launches photo challenge for amateurs



The Delegation of the European Union to Egypt has launched a new challenge for amateur photographers in Egypt ï¿½ï¿½ï¿½ its fourth annual competition for the best thirty photo",art
1556,"'Images, Politics, and Networks' exhibition at Darb 1718



Works by 13 artists from Costa Rica, Honduras and Nicaragua examine the axis of power of modern communications and its impact on the socio-political arena",art
1557,"Egyptian artist among 2012 Abraaj Capital prize winners



Wael Shawky takes home this year's ACAP prize along with artists from Palestine, Lebanon and Pakistan",art
1558,"Talk with an artist at Townhouse gallery



On Sunday 9 October, Townhouse Gallery of Contemporary Art organises evening with a young artist from Brazil, Jonathas de Andrade",art
1559,"Sotheby's auctions of Arab, Iranian and Islamic art a success



Sothebyï¿½ï¿½ï¿½s October auction of contemporary Arab, Iranian and Islamic art concludes with combined sales exceeding expect",art
1560,"Syrian artist Fadi Yazigi to make UK debut



London's Mosaic Rooms will show recent paintings, reliefs, sculptures and films by Fadi Yazigi in the celebrated Syrian artist's first UK exhibition",art
1561,"Candinas launches art book in Cairo



The Mashrabia Art Gallery brings Candinasï¿½ï¿½ï¿½ art and Kazazianï¿½ï¿½ï¿½s music together in a romp through international culture on Saturda",art
1562,"'Meet the Artistsï¿½ï¿½ï¿½ at AL MASAR Gallery



AL MASAR Gallery creates a dialogue between art lovers and Egyptian artists in its ï¿½ï¿½ï¿½Meet the Artistsï¿½ï¿½ï",art
1563,"Head of fine arts appointed by minister of culture



Emad Abou Ghazi has appointed artist and professor Salah El-Meleigy as head of the fine arts sector",art
1564,"Pioneer of social realism in arts in Egypt dies aged 92



The seminal Egyptian artist Mohamed Hamed Oweis died yesterday, 1 October, after a long life of artistic achievements",art
1565,"Nine young artists 'Raise the Stereotype' at the Ara Gallery



Exhibition in Dubai aims to challenge stereotypes about Arabs and Muslims",art
1566,"Collage workshop output displayed at Egypt's Darb 1718



Environmental issues and consumer culture feature in a series of collages on exhibition after a workshop given by artist Hany Rashed",art
1567,"Piece by piece, Afghanistan reclaims its history



A dedicated band of Afghani men and women is gathering up their nation's past, hoping that a growing museum collection will show the world Afghan culture is more sophisticated than the tide of news reports suggest",art
1568,"Art discussions at ALMASAR Gallery



Artists to take visitors on tour of gallery and offer insights into their working methods and creative processes",art
1569,"Successful opening of 'A Childï¿½ï¿½ï¿½s View From Gaza' exhibition despite efforts to supress it



Pro-Israel groups fail to force cancellation of Palestinian children's art exhi",art
1570,"Mashrabia Gallery: decades of cutting edge art



Ahram Online discusses the future of art in Egypt with Mashrabia director and curator, Stefania Angarano",art
1571,"A 2-day camp in London dedicated to Egyptï¿½ï¿½ï¿½s Art



London meets Cairo in The Learning Camp, as the workshop brings people from different cultures in a setting that facilitates self-expression and cross-cultural di",art
1572,"Metropolitan Museum to open renovated galleries for Islamic art and culture



The grand reopening of a suite of 15 dramatic new galleries showcasing art from the Arab world, Turkey, Iran and Central Asia at New York's Metropolitan Museum of Art is set for 1 November",art
1573,"'Nude Koran picture' causes stir in Morocco



Moroccan newspapers and bloggers outraged at a photograph of naked body adorned with Koranic verses",art
1574,"Moving pictures: Six painters side by side



Organised by Mashrabia Gallery, On The Move is a collective exhibition featuring work by six established artists in diverse styles at the spacious and elaborately decorated EU residence",art
1575,"Notes from Iraq: Barbara Nimri Aziz remembers sculptor Mohammed Ghani Hikmat 



Iraq says farewell to a national legend, sculptor Mohammad Ghani Hikmat, who died on 12 September, aged 82",art
1576,"Libyan graffiti artists make fun of Gaddafi



Libyan graffiti artists are taking advantage of newfound freedom to make fun of ousted leader Muammar Gaddafi on the streets of Tripoli",art
1577,"Contemporary art collection on display at Art Cafe



Exhibition showcases work from private collection of Philippe Devlay",art
1578,"Path of Hope: The revolution in drawings and sculpture



An exhibition featuring the work of two Egyptian artists living abroad reflects post-revolutionary hopes for a new Egypt",art
1579,"Egyptian video artists and photographers in Mali's Bamako Encounters biennial exhibition



The 9th Bamako Encounters will present photography and video works by artists from across the African continent, including five from Egypt, with an emphasis on environmental sustainability",art
1580,"The Changing Room: a collective exhibition of Arab artists in Italy



Spazio Qubi Gallery will host exhibition by Arab artists in which they reflect on the changes taking place in the region",art
1581,"The life of Inji Aflatoun, an artist and a rebel 



Ahram Online examines the life of Egyptian artist and activist Inji Aflatoun upon the opening of her permanent exhibition last month",art
1582,"EU delegation celebrates ""On the Move"" art exhibition



An EU delegation celebrates the success of the ""On the Move"" exhibition held at the EU Residence in Egypt",art
1583,"Egyptian sculptor Mostafa Naguib's memory revived with lecture



Event at Alexandria's Mahmoud Said Centre on Saturday is part of a series of lectures focusing on Egypt's once-successful but now neglected artists",art
1584,"Exhibition dedicated to Syrian cartoonist Ali Ferzat at Atelier du Caire



Selection of work by award-winning cartoonist brutally beaten by Al-Assad's thugs",art
1585,"Iranian born photographer at Black Dog 



The Black Dog Space opens a new exhibition by the Iranian born photographer Afshin Dehkordi",art
1586,"Algerian artist Rachid Koraï¿½ï¿½chi bags Jameel Prize 2011



The Algerian born Rachid Koraï¿½ï¿½chi won the ï¿½ï¿½25,000 Jameel Prize for a selection of embroidered cloth banners from a series entitled Les maitres invisibles (The Invisible Ma",art
1587,"Prominent Iraqi sculptor Hikmat dies at 82



Many of his sculptures are visible in public spaces in Baghdad, and some recent works have not yet been unveiled",art
1588,"A thousand maps without an apparent direction



Though an ambitious and fresh exhibition, Ashraf Ibrahim's display at the Palace of Arts leaves many questions unanswered",art
1589,"Rescheduling of Ali Ferzat's exhibition - opening today 



A special exhibition featuring works of the dissident Syrian cartoonist will open today",art
1590,"Graffiti exhibition to open in Townhouse



Nine graffiti artists will experiment with an indoor-exhibition at the Townhouse Factory Space",art
1591,"Syrian cartoonist Ali Ferzat at Cairo Atelier



Exhibition to display work by critic of Syrian regime",art
1592,"Galleries from Tunisia and Morocco at Docks Art Fair in Lyon



Four galleries from Arab Region to participate in international art fair",art
1593,"Palestinian childrenï¿½ï¿½ï¿½s art exhibition in California shut down under pro-Israel pressure



ï¿½ï¿½ï¿½The children in Gaza lose,ï¿½ï¿½ï¿½ after pro-Israel organisations pressure an Oakland gallery to cancel an art exhibition by Palestinian children of their experience in Israel-P",art
1594,"Van Gogh's ï¿½ï¿½ï¿½Poppy Paintingï¿½ï¿½ï¿½ case to resume in December



Twelve Ministry of Culture officials to stand trial accu",art
1595,"CIC to launch a photography school



The non-profit art institution will launch a photography school this October with professional and amateur courses",art
1596,"Six days until the announcement of the winner of the Jameel Prize 2011 



Hazem El-Mestikawy from Egypt is among ten short-listed artists, the winner of which will be announced in London on Monday",art
1597,"Modern and Contemporary Arab and Iranian art on sale at Sotheby's London



Sothebyï¿½ï¿½ï¿½s London announced a sale of Modern and Contemporary art by Arab and Iranian artists will take place on Tuesday, 4 O",art
1598,"Amidst violence in Syria an exhibition opens on the impact of the Arab Spring on artists



Ayyam Gallery Damascus looks into the complex intertwining of art and politics that has arisen over the past year as artists are affected by the widespread turmoil in the Middle East and North Africa",art
1599,"A thousand painted maps of Vienna at the Palace of Arts



The exhibition symbolises a unique connection between Cairo and the Austrian capital through a series of impressive paintings",art
1600,"Travelling installation by Ai Weiwei, the Chinese imprisoned artist the world demanded be released



Activist and artist Ai Weiwei fights against the Chinese government's censorship, while grandising Chinese culture through his outdoor sculpture world tour of Circle of Animals/Zodiac Heads currently in LA soon to be in NYC",art
1601,"Cartoonist Carlos Latuff fights big oil for a small town in Egypt



Political cartoonist Carlos Latuff releases his latest cartoon, calling out to the Egyptians of Tahrir to take immediate action to save Edko village from BP",art
1602,"Four parallel exhibitions at Gezira Art Centre



On Wednesday 7 September Gezira Art Centre will begin exhibiting a range of works in its four halls",art
1603,"Egyptian artist Hassan Khan exhibits in Belgium 



The Twist, an exhibition by Hassan Khan, will open tonight, 3 September, in Belgium, focused on the theme of humiliation",art
1604,"Benghazi museum shows scars, triumphs of Libya revolt



New museum in Libya's second city is testament to the changes already being felt by the country's artists now that they can work free from Gaddafi's shadow",art
1605,"Outpouring of cartoons in solidarity with Syria's Ali Ferzat



Cartoons have erupted on social networking sites and in newspapers worldwide in solidarity with the Syrian cartoonist Ali Ferzat, who was beaten up in a clampdown by the authorities",art
1606,"Egyptian cartoonists join worldwide solidarity campaign with Syrian cartoonist Ali Ferzat



Ali Ferzat, beaten for his political criticism of the Syrian regime, has attracted global support",art
1607,"Syria seeking cartoonist's attackers



Syrian police are hunting for the attackers who broke the hand of the country's leading political cartoonist, the official SANA news agency said Friday, after Washington condemned the attack",art
1608,"Lebanese artist exhibits in Zurich



Galerie Kashya Hildebrand opened a new exhibition on 25 August presenting new works from Lebanese artist Marwan Sahmarani",art
1609,"16th century Turkish flask with links to Egypt's presidential palace to be auctioned by Bonhams



A 16th century Iznik bottle flask from a private Belgian collection, linked to Egypt's presidential palace is one of the top items in Bonhams auction of Indian and Islamic art on 4 October",art
1610,"Syrian cartoonist Ali Ferzat hospitalised after being beaten



The world-renowned cartoonist Ali Ferzat, who has been badly beaten in a security clampdown, has a history of eliciting the wrath of authorities",art
1611,"Arthropologie Gallery celebrates Ramadan



The young Arthropologie gallery in Zamalek launches a new collective exhibition in its arty space, adding a dash of color to Ramadanï¿½ï¿½ï¿½s festive cultural agenda in",art
1612,"A book on the art of the Holy Family's flight into Egypt in a seminar by Cultural Council 



Supreme Council of Culture will hold a discussion on Paintings of the Pilgrimage: The Art of Expression of the Holy Journey, this evening",art
1613,"The Egyptian Spiderman by Carlos Latuff



Brazilian cartoonist Carlos Latuff draws the Egyptian Spiderman (aka Flagman), Ahmed Shahat",art
1614,"'Om El Donia' Exhibition at Fairmont



Fairmont Nile City will hold an art exhibition entitled 'Om El Donia' at its Ramadan Bab El Nil tent until 31 August",art
1615,"Visual artist designs a monument for Egypt's martyrs



A graphic design professor at the fine arts college in Luxor has made a design to commemorate the martyrs of the January 25 Revolution",art
1616,"Permanent art exhibition of activist Inji Aflatoun opens at Amir Taz Palace



Eighty eight works and personal items of the famous bourgeoisie-born turned socialist artist Inji Aflatoun (1924-1989) will be displayed at Amir Taz Palace",art
1617,"Bridge: A story of an Egyptian artist at the Victoria and Albert Museum, London



Ahram Online speaks with the co-curator and artist of Bridge, a comment on Egyptian society by an Egyptian artist exhibited as a candidate for the Jameel Prize in the V&A Museum in London",art
1618,"Weiwei endured ""immense pressure"" in detention



Chinese dissident artist Ai Weiwei, whose disappearance in April caused an international outcry, still faces the threat of prison for alleged subversion",art
1619,"Ahmad Nady: A budding Egyptian cartoonist



Nady says he would prefer his cartoons to be used as banners in protests than to be published in newspapers",art
1620,"A colourful conversation with 'The Contemporaries' at Designopolis



Tache Art Gallery in Designopolis features a group of contemporary Egyptian artists, showcasing an assortment of pieces that create a bright community of faces, figures and landscapes that playfully and artfully engage the viewer",art
1621,"PICTURE GALLERY: Brazilian Political Cartoonist, Carlos Latuff on Jan 25



Carlos Latuff, a professional cartoonist from Brazil born in 1968, has been closely following the developments of the Arab Spring. Some of his cartoons supporting Egypt's Revolution have become iconic, and all are reflective",art
1622,"Inauguration of four exhibitions at El Gezira Centre for Arts



Egyptian Minister of Culture Emad Abu Ghazi to inaugurate four exhibitions at El Gezira Centre for Arts on Wednesday, including photography, paintings and jewellery",art
1623,"Carlos Latuff gives a voice to the oppressed with his art 



Ahram Online talks to the Brazilian cartoonist Carlos Latuff, reflecting on Egypt's revolution and the Arab Spring shaking the whole of the Middle East",art
1624,"Egyptï¿½ï¿½ï¿½s finest artists exhibited in Artspace Dubai 



Omar Nagdi, among a number of Egyptian modern and contemporary artists, are featured at Art Space Gallery in",art
1625,"Summer art exhibition at Zamalek Art Gallery



Zamalek Art Galleryï¿½ï¿½ï¿½s Summer Exhibition opens 1 August, quenching the thirst of Cairoï¿½ï¿½ï¿½s art enthusiasts with some of Egypt's most prominent contemporary ar",art
1626,"Hajj exhibition to be hosted at the British Museum 



The exhibition, set to open next year, will feature old and new illuminations of the religious practice",art
1627,"To Egypt with Love Exhibition at Safarkhan Gallery - The sequel 



Safarkhan holds a stirring collection of photographs that celebrate, not just the January 25 Revolution, but Egypt itself",art
1628,"Red Sea resort lit up by art



In the midst of tourist attractions and commercial outlets, Safarkhan Gallery provides a breeze of real art to the shores of El Gouna",art
1629,"Cartoonists comment on military council attempts to defame protesters



Carlos Latuff and Ahmad Nady draw caricatures to lampoon the most recent attacks by SCAF on protesters",art
1630,"Egypt participates in Chinese festival



A festival of arts, culture and tourism held in the city of Yinchuan, is hosting several Arab artists",art
1631,"Protest tomorrow demanding resignation of the head of the fine arts sector



On Thursday 21 July, the coalition of the fine arts sector will be holding a protest to demand the resignation of its current head, Ashraf Reda",art
1632,"Rania Matarï¿½ï¿½ï¿½s A Girl and her Room



The Shubbak festival continues to showcase regionally inspired artworks with Arab-American Rania Matar participating with a series of photographs that reveal a multi-dimensional perspective on femi",art
1633,"Brazilian cartoonist in Egyptian revolution



Carlos Latuff, the Brazilian whose cartoons have been present since the beginning of the January 25 revolution explains his interest in Middle East conflicts and the Egyptian revolution",art
1634,"Meet Bongore at Artellewa Rooftop



On Wednesday 20 July, as part of its Meet the Artist series, Artellewa Rooftop will host Spanish artist Josï¿½ï¿½ Luis Bon",art
1635,"Egypt's Revolutionary Artists return to their spot in Tahrir



The Revolution Artists Union have been quick to creatively reflect on the current political situation in Tahrir Square",art
1636,"Variety of artistic testimonies mark Khan al Maghrabyï¿½ï¿½ï¿½s season finale



'In the Frame' -a collective exhibition on display at Khan Al Maghraby gallery is a meeting of Egyptian artists of all generations, skills and thematic prefe",art
1637,"To Egypt with Love: take two



Alaa Taher, Basem Samir and Hossam Hassan present new works at Safarkhan Art Gallery in Zamalek",art
1638,"Calligraphy feature at Picasso Gallery for Ramadan



In celebration of the the holy month of Ramadan, Picasso Gallery will feature Arabic calligraphy by Egyptian artist Khodeir",art
1639,"Exhibition mocks Egypt state television



ï¿½ï¿½ï¿½Masperoï¿½ï¿½ï¿½ exhibition invites artists to reflect on how their lives and national identity were shaped by the fruits of the infamous Masp",art
1640,"El Bab Gallery celebrates Bengali Rabindranath Tagore



Two exhibitions related to Nobel Laureate Rabindranath Tagore, Bengali poet, novelist, musician and painter, open at El bab Gallery at the Cairo Opera House Grounds, will run until 17 July",art
1641,"London sees a taste of Cairo life at the Shubbak Arab cultural festival



Cairo life is explained through a tight photomontage of ï¿½ï¿½ï¿½myths and legendsï¿½ï¿½ï¿½ in a huge mural by artist Hala Elkoussy at the Shubbak festival on Arab culture until 24 Ju",art
1642,"From Facebook to Nassbook at Londonï¿½ï¿½ï¿½s MICA Gallery



Egyptian artwork is showcased at the Modern Islamic and Contemporary Art Gallery in London in an exhibition ent""From Facebook to Nassbook""",art
1643,"Contemporaries featured at Tache Art Gallery



The latest works by major Egyptian artists, including Mohamed Abla, are on exhibit at Tache Art Gallery, Designopolis",art
1644,"Khaled Hafez: Living Art



From the scalpel to the paintbrush, Ahram Online traces Khaled Hafez's artistic career",art
1645,"Figurative Practices at ALMASAR Gallery 



Art lives on while life is transitory. Contemporary artists are documenting their nationï¿½ï¿½ï¿½s identity on canvas, drawing creative narratives that transcend words and will survive throug",art
1646,"Art and photography at Dandy Mall Gallery



Four Egyptian women artists depict beauty and life at new gallery in the Dandy Mall on the outskirts of Cairo",art
1647,"Before and after the revolution, by Dawestashy



The Extra Gallery in Zamalek is displaying Esmat Dawestashy's artistic works before and after the Egyptian revolution",art
1648,"Picasso work loaned to West Bank goes on display



Buste de Femme, Pablo Picasso's $7 million masterpiece, is currently on display in a Palestinan art academy in the occupied lands of Ramallah",art
1649,"Environment and Life exhibition at the Nile Diplomatic Club



Environmental issues lie at the heart of many of the pressing developmental concerns Egypt currently faces, prompting the Nile Diplomatic Club to present its Environment and Life exhibition",art
